Date,Ordered Product Sales,Ordered Product Sales - B2B,Units Ordered,Units Ordered - B2B,Total Order Items,Total Order Items - B2B,Average Sales per Order Item,Average Sales per Order Item - B2B,Average Units per Order Item,Average Units per Order Item - B2B,Average Selling Price,Average Selling Price - B2B,Page Views - Mobile App,Page Views - Mobile APP - B2B,Page Views - Browser,Page Views - Browser - B2B,Page Views - Total,Page Views - Total - B2B,Sessions - Mobile App,Sessions - Mobile APP - B2B,Sessions - Browser,Sessions - Browser - B2B,Sessions - Total,Sessions - Total - B2B,Featured Offer Percentage,Featured Offer Percentage - B2B,Order Item Session Percentage,Order Item Session Percentage - B2B,Unit Session Percentage,Unit Session Percentage - B2B,Average Offer Count,Average Parent Items,Units Refunded,Units Refunded – B2B,Refund Rate,Refund Rate – B2B,Feedback Received,Feedback Received – B2B,Negative Feedback Received,Negative Feedback Received – B2B,Received Negative Feedback Rate,Received Negative Feedback Rate – B2B,A-to-z Claims Granted,Claims Amount,A-to-z Claims Granted - B2B,Claims Amount - B2B,Shipped Product Sales,Shipped Product Sales - B2B,Units Shipped,Units Shipped - B2B,Orders Shipped,Orders Shipped - B2B
01/09/25,"₹1,495.00",₹0.00,5,0,5,0,₹299.00,₹0.00,1.00,0.00,₹299.00,₹0.00,61,0,6,0,67,0,38,0,5,0,43,0,94.64%,0.00%,11.63%,0.00%,11.63%,0.00%,38,37,0,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,₹870.87,₹0.00,3,0,3,0
02/09/25,₹249.00,₹0.00,1,0,1,0,₹249.00,₹0.00,1.00,0.00,₹249.00,₹0.00,40,1,2,0,42,1,35,1,2,0,37,1,100.00%,100.00%,2.70%,0.00%,2.70%,0.00%,38,37,0,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,"₹1,451.45",₹0.00,5,0,5,0
03/09/25,₹0.00,₹0.00,0,0,0,0,₹0.00,₹0.00,0.00,0.00,₹0.00,₹0.00,39,1,2,0,41,1,29,1,2,0,31,1,100.00%,100.00%,0.00%,0.00%,0.00%,0.00%,38,37,0,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,₹241.75,₹0.00,1,0,1,0
04/09/25,₹299.00,₹0.00,1,0,1,0,₹299.00,₹0.00,1.00,0.00,₹299.00,₹0.00,42,0,7,1,49,1,33,0,6,1,39,1,100.00%,100.00%,2.56%,0.00%,2.56%,0.00%,38,37,0,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,₹290.29,₹0.00,1,0,1,0
05/09/25,₹0.00,₹0.00,0,0,0,0,₹0.00,₹0.00,0.00,0.00,₹0.00,₹0.00,25,0,4,0,29,0,18,0,2,0,20,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,38,37,2,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,₹0.00,₹0.00,0,0,0,0
06/09/25,₹249.00,₹0.00,1,0,1,0,₹249.00,₹0.00,1.00,0.00,₹249.00,₹0.00,55,0,3,0,58,0,31,0,3,0,34,0,100.00%,0.00%,2.94%,0.00%,2.94%,0.00%,38,37,0,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,₹0.00,₹0.00,0,0,0,0
07/09/25,₹299.00,₹0.00,1,0,1,0,₹299.00,₹0.00,1.00,0.00,₹299.00,₹0.00,70,0,4,0,74,0,55,0,4,0,59,0,100.00%,0.00%,1.69%,0.00%,1.69%,0.00%,38,37,0,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,₹532.04,₹0.00,2,0,2,0
08/09/25,₹598.00,₹0.00,2,0,2,0,₹299.00,₹0.00,1.00,0.00,₹299.00,₹0.00,43,2,4,1,47,3,34,1,3,1,37,2,100.00%,100.00%,5.41%,0.00%,5.41%,0.00%,38,37,0,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,₹0.00,₹0.00,0,0,0,0
09/09/25,₹598.00,₹0.00,2,0,2,0,₹299.00,₹0.00,1.00,0.00,₹299.00,₹0.00,88,0,7,2,95,2,61,0,4,1,65,1,100.00%,100.00%,3.08%,0.00%,3.08%,0.00%,38,37,1,0,50.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,₹580.58,₹0.00,2,0,2,0
10/09/25,"₹2,275.00",₹0.00,5,0,5,0,₹455.00,₹0.00,1.00,0.00,₹455.00,₹0.00,157,1,40,0,197,1,113,1,31,0,144,1,89.88%,100.00%,3.47%,0.00%,3.47%,0.00%,45,44,0,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,₹580.58,₹0.00,2,0,2,0
11/09/25,"₹4,435.00",₹0.00,5,0,5,0,₹887.00,₹0.00,1.00,0.00,₹887.00,₹0.00,166,0,28,0,194,0,111,0,24,0,135,0,96.86%,0.00%,3.70%,0.00%,3.70%,0.00%,44,43,0,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,"₹2,469.93",₹0.00,6,0,6,0
12/09/25,"₹1,199.00",₹0.00,1,0,1,0,"₹1,199.00",₹0.00,1.00,0.00,"₹1,199.00",₹0.00,106,0,43,4,149,4,84,0,31,1,115,1,98.50%,0.00%,0.87%,0.00%,0.87%,0.00%,44,43,1,0,100.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,₹0.00,₹0.00,0,0,0,0
13/09/25,"₹3,205.00",₹0.00,5,0,5,0,₹641.00,₹0.00,1.00,0.00,₹641.00,₹0.00,127,0,55,4,182,4,90,0,43,3,133,3,81.53%,25.00%,3.76%,0.00%,3.76%,0.00%,92,91,0,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,"₹4,044.67",₹0.00,4,0,4,0
14/09/25,"₹5,304.00",₹0.00,6,0,6,0,₹884.00,₹0.00,1.00,0.00,₹884.00,₹0.00,403,0,106,0,509,0,268,0,74,0,342,0,99.54%,0.00%,1.75%,0.00%,1.75%,0.00%,92,91,0,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,₹522.34,₹0.00,2,0,2,0
15/09/25,"₹8,931.00",₹0.00,9,0,8,0,"₹1,116.38",₹0.00,1.12,0.00,₹992.33,₹0.00,353,0,110,2,463,2,227,0,87,1,314,1,100.00%,0.00%,2.55%,0.00%,2.87%,0.00%,92,91,1,0,11.11%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,"₹4,536.92",₹0.00,7,0,7,0
16/09/25,"₹1,768.00",₹0.00,2,0,2,0,₹884.00,₹0.00,1.00,0.00,₹884.00,₹0.00,254,2,102,0,356,2,194,2,78,0,272,2,98.48%,100.00%,0.74%,0.00%,0.74%,0.00%,92,91,0,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,"₹1,073.80",₹0.00,4,0,3,0
17/09/25,"₹4,766.00",₹0.00,4,0,4,0,"₹1,191.50",₹0.00,1.00,0.00,"₹1,191.50",₹0.00,385,7,108,0,493,7,281,7,85,0,366,7,100.00%,100.00%,1.09%,0.00%,1.09%,0.00%,92,91,0,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,"₹11,114.28",₹0.00,9,0,9,0
18/09/25,"₹7,433.00",₹0.00,7,0,7,0,"₹1,061.86",₹0.00,1.00,0.00,"₹1,061.86",₹0.00,489,4,131,1,620,5,328,4,99,1,427,5,99.81%,100.00%,1.64%,0.00%,1.64%,0.00%,92,91,0,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,₹522.34,₹0.00,2,0,2,0
19/09/25,"₹10,531.00",₹0.00,9,0,9,0,"₹1,170.11",₹0.00,1.00,0.00,"₹1,170.11",₹0.00,513,4,188,4,701,8,357,4,149,3,506,7,93.38%,100.00%,1.78%,0.00%,1.78%,0.00%,86,85,0,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,"₹9,387.21",₹0.00,9,0,9,0
20/09/25,"₹4,497.00",₹0.00,3,0,3,0,"₹1,499.00",₹0.00,1.00,0.00,"₹1,499.00",₹0.00,449,9,120,0,569,9,331,4,91,0,422,4,99.01%,100.00%,0.71%,0.00%,0.71%,0.00%,"1,237","1,237",1,0,33.33%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,₹261.17,₹0.00,1,0,1,0
21/09/25,"₹4,374.00",₹0.00,2,0,2,0,"₹2,187.00",₹0.00,1.00,0.00,"₹2,187.00",₹0.00,628,1,154,0,782,1,454,1,131,0,585,1,100.00%,0.00%,0.34%,0.00%,0.34%,0.00%,"1,237","1,237",2,0,100.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,"₹2,540.68",₹0.00,2,0,2,0
22/09/25,"₹19,757.00",₹0.00,11,0,11,0,"₹1,796.09",₹0.00,1.00,0.00,"₹1,796.09",₹0.00,"1,416",10,409,3,"1,825",13,987,8,301,2,"1,288",10,99.82%,100.00%,0.85%,0.00%,0.85%,0.00%,"1,237","1,237",0,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,"₹19,660.85",₹0.00,14,0,14,0
23/09/25,"₹30,089.00",₹0.00,11,0,11,0,"₹2,735.36",₹0.00,1.00,0.00,"₹2,735.36",₹0.00,"2,476",14,667,1,"3,143",15,"1,819",12,494,1,"2,313",13,99.64%,100.00%,0.48%,0.00%,0.48%,0.00%,"1,232","1,232",1,0,9.09%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,"₹5,716.96",₹0.00,4,0,4,0
24/09/25,"₹43,246.00",₹0.00,16,0,16,0,"₹2,702.88",₹0.00,1.00,0.00,"₹2,702.88",₹0.00,"2,212",40,621,4,"2,833",44,"1,599",22,462,1,"2,061",23,99.60%,100.00%,0.78%,0.00%,0.78%,0.00%,"1,234","1,234",1,0,6.25%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,"₹31,364.40",₹0.00,16,0,16,0
25/09/25,"₹25,589.00",₹0.00,9,0,9,0,"₹2,843.22",₹0.00,1.00,0.00,"₹2,843.22",₹0.00,"2,387",37,706,10,"3,093",47,"1,750",29,523,8,"2,273",37,99.67%,95.65%,0.40%,0.00%,0.40%,0.00%,"1,238","1,238",6,0,66.67%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,"₹15,053.40",₹0.00,6,0,6,0
26/09/25,"₹26,936.00",₹0.00,9,0,9,0,"₹2,992.89",₹0.00,1.00,0.00,"₹2,992.89",₹0.00,"3,091",31,800,3,"3,891",34,"2,261",22,596,3,"2,857",25,99.83%,100.00%,0.32%,0.00%,0.32%,0.00%,"1,238","1,238",3,0,33.33%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,"₹34,468.26",₹0.00,15,0,15,0
27/09/25,"₹48,861.00",₹0.00,17,0,17,0,"₹2,874.18",₹0.00,1.00,0.00,"₹2,874.18",₹0.00,"3,428",43,987,6,"4,415",49,"2,497",31,735,4,"3,232",35,99.64%,100.00%,0.53%,0.00%,0.53%,0.00%,"1,238","1,238",2,0,11.76%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,"₹30,814.42",₹0.00,13,0,13,0
28/09/25,"₹37,014.00",₹0.00,14,0,14,0,"₹2,643.86",₹0.00,1.00,0.00,"₹2,643.86",₹0.00,"3,877",35,"1,210",6,"5,087",41,"2,914",25,852,5,"3,766",30,99.52%,95.00%,0.37%,0.00%,0.37%,0.00%,"1,238","1,238",3,0,21.43%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,"₹10,049.15",₹0.00,3,0,3,0
29/09/25,"₹9,646.00",₹0.00,4,0,4,0,"₹2,411.50",₹0.00,1.00,0.00,"₹2,411.50",₹0.00,"2,138",11,818,4,"2,956",15,"1,544",10,473,4,"2,017",14,84.66%,72.73%,0.20%,0.00%,0.20%,0.00%,5,5,4,0,100.00%,0.00%,1,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,"₹68,258.33",₹0.00,29,0,29,0
30/09/25,₹538.00,₹0.00,2,0,2,0,₹269.00,₹0.00,1.00,0.00,₹269.00,₹0.00,40,0,10,0,50,0,27,0,8,0,35,0,100.00%,0.00%,5.71%,0.00%,5.71%,0.00%,5,5,2,0,100.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,"₹2,712.31",₹0.00,4,0,4,0
01/10/25,₹508.00,₹0.00,2,0,2,0,₹254.00,₹0.00,1.00,0.00,₹254.00,₹0.00,63,1,4,0,67,1,52,1,4,0,56,1,100.00%,100.00%,3.57%,0.00%,3.57%,0.00%,6,6,0,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,"₹3,172.88",₹0.00,1,0,1,0
02/10/25,₹0.00,₹0.00,0,0,0,0,₹0.00,₹0.00,0.00,0.00,₹0.00,₹0.00,65,1,10,1,75,2,43,1,8,1,51,2,100.00%,100.00%,0.00%,0.00%,0.00%,0.00%,6,6,6,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,₹493.21,₹0.00,2,0,2,0
03/10/25,₹0.00,₹0.00,0,0,0,0,₹0.00,₹0.00,0.00,0.00,₹0.00,₹0.00,2,0,0,0,2,0,2,0,0,0,2,0,50.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,3,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,₹0.00,₹0.00,0,0,0,0
04/10/25,₹0.00,₹0.00,0,0,0,0,₹0.00,₹0.00,0.00,0.00,₹0.00,₹0.00,21,0,4,1,25,1,15,0,2,1,17,1,100.00%,100.00%,0.00%,0.00%,0.00%,0.00%,6,6,4,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,₹0.00,₹0.00,0,0,0,0
05/10/25,₹478.00,₹0.00,2,0,2,0,₹239.00,₹0.00,1.00,0.00,₹239.00,₹0.00,25,0,0,0,25,0,14,0,0,0,14,0,89.47%,0.00%,14.29%,0.00%,14.29%,0.00%,0,0,4,0,200.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,₹0.00,₹0.00,0,0,0,0
06/10/25,₹0.00,₹0.00,0,0,0,0,₹0.00,₹0.00,0.00,0.00,₹0.00,₹0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,3,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,₹464.08,₹0.00,2,0,2,0
07/10/25,₹0.00,₹0.00,0,0,0,0,₹0.00,₹0.00,0.00,0.00,₹0.00,₹0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,4,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,₹0.00,₹0.00,0,0,0,0
08/10/25,₹0.00,₹0.00,0,0,0,0,₹0.00,₹0.00,0.00,0.00,₹0.00,₹0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,6,6,1,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,₹0.00,₹0.00,0,0,0,0
09/10/25,₹0.00,₹0.00,0,0,0,0,₹0.00,₹0.00,0.00,0.00,₹0.00,₹0.00,14,1,0,0,14,1,12,1,0,0,12,1,100.00%,100.00%,0.00%,0.00%,0.00%,0.00%,6,6,7,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,₹0.00,₹0.00,0,0,0,0
10/10/25,₹0.00,₹0.00,0,0,0,0,₹0.00,₹0.00,0.00,0.00,₹0.00,₹0.00,21,1,0,0,21,1,13,1,0,0,13,1,100.00%,100.00%,0.00%,0.00%,0.00%,0.00%,6,6,1,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,₹0.00,₹0.00,0,0,0,0
11/10/25,₹0.00,₹0.00,0,0,0,0,₹0.00,₹0.00,0.00,0.00,₹0.00,₹0.00,15,0,0,0,15,0,11,0,0,0,11,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,6,6,4,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,₹0.00,₹0.00,0,0,0,0
12/10/25,₹239.00,₹0.00,1,0,1,0,₹239.00,₹0.00,1.00,0.00,₹239.00,₹0.00,20,0,2,0,22,0,14,0,2,0,16,0,100.00%,0.00%,6.25%,0.00%,6.25%,0.00%,6,6,0,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,₹0.00,₹0.00,0,0,0,0
13/10/25,₹0.00,₹0.00,0,0,0,0,₹0.00,₹0.00,0.00,0.00,₹0.00,₹0.00,14,0,0,0,14,0,7,0,0,0,7,0,77.78%,0.00%,0.00%,0.00%,0.00%,0.00%,6,6,1,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,₹0.00,₹0.00,0,0,0,0
14/10/25,₹0.00,₹0.00,0,0,0,0,₹0.00,₹0.00,0.00,0.00,₹0.00,₹0.00,10,1,1,0,11,1,9,1,1,0,10,1,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,6,6,0,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,₹0.00,₹0.00,0,0,0,0
15/10/25,₹0.00,₹0.00,0,0,0,0,₹0.00,₹0.00,0.00,0.00,₹0.00,₹0.00,16,0,1,0,17,0,15,0,1,0,16,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,6,6,1,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,₹232.04,₹0.00,1,0,1,0
16/10/25,₹0.00,₹0.00,0,0,0,0,₹0.00,₹0.00,0.00,0.00,₹0.00,₹0.00,14,0,1,0,15,0,9,0,1,0,10,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,6,6,0,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,₹0.00,₹0.00,0,0,0,0
17/10/25,₹0.00,₹0.00,0,0,0,0,₹0.00,₹0.00,0.00,0.00,₹0.00,₹0.00,12,0,0,0,12,0,6,0,0,0,6,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,6,6,0,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,₹0.00,₹0.00,0,0,0,0
18/10/25,₹0.00,₹0.00,0,0,0,0,₹0.00,₹0.00,0.00,0.00,₹0.00,₹0.00,12,0,1,0,13,0,8,0,1,0,9,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,6,6,0,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,₹0.00,₹0.00,0,0,0,0
19/10/25,₹299.00,₹0.00,1,0,1,0,₹299.00,₹0.00,1.00,0.00,₹299.00,₹0.00,18,0,1,0,19,0,12,0,1,0,13,0,100.00%,0.00%,7.69%,0.00%,7.69%,0.00%,6,6,0,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,₹0.00,₹0.00,0,0,0,0
20/10/25,₹0.00,₹0.00,0,0,0,0,₹0.00,₹0.00,0.00,0.00,₹0.00,₹0.00,3,0,0,0,3,0,3,0,0,0,3,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,6,6,0,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,₹0.00,₹0.00,0,0,0,0
21/10/25,₹299.00,₹0.00,1,0,1,0,₹299.00,₹0.00,1.00,0.00,₹299.00,₹0.00,4,0,0,0,4,0,4,0,0,0,4,0,100.00%,0.00%,25.00%,0.00%,25.00%,0.00%,6,6,0,0,0.00%,0.00%,1,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,₹0.00,₹0.00,0,0,0,0
22/10/25,₹0.00,₹0.00,0,0,0,0,₹0.00,₹0.00,0.00,0.00,₹0.00,₹0.00,12,0,0,0,12,0,9,0,0,0,9,0,90.91%,0.00%,0.00%,0.00%,0.00%,0.00%,6,6,1,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,₹0.00,₹0.00,0,0,0,0
23/10/25,₹0.00,₹0.00,0,0,0,0,₹0.00,₹0.00,0.00,0.00,₹0.00,₹0.00,36,0,3,0,39,0,25,0,3,0,28,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,6,6,1,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,₹0.00,₹0.00,0,0,0,0
24/10/25,₹0.00,₹0.00,0,0,0,0,₹0.00,₹0.00,0.00,0.00,₹0.00,₹0.00,25,0,2,0,27,0,17,0,2,0,19,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,5,5,1,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,₹580.58,₹0.00,2,0,2,0
25/10/25,₹299.00,₹0.00,1,0,1,0,₹299.00,₹0.00,1.00,0.00,₹299.00,₹0.00,13,0,2,0,15,0,12,0,2,0,14,0,100.00%,0.00%,7.14%,0.00%,7.14%,0.00%,5,5,0,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,₹0.00,₹0.00,0,0,0,0
26/10/25,₹299.00,₹0.00,1,0,1,0,₹299.00,₹0.00,1.00,0.00,₹299.00,₹0.00,7,1,4,0,11,1,6,1,2,0,8,1,100.00%,0.00%,12.50%,0.00%,12.50%,0.00%,5,5,0,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,₹0.00,₹0.00,0,0,0,0
27/10/25,₹0.00,₹0.00,0,0,0,0,₹0.00,₹0.00,0.00,0.00,₹0.00,₹0.00,141,1,20,1,161,2,100,1,16,1,116,2,93.39%,100.00%,0.00%,0.00%,0.00%,0.00%,117,117,0,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,₹580.58,₹0.00,2,0,2,0
28/10/25,"₹4,345.00",₹0.00,2,0,2,0,"₹2,172.50",₹0.00,1.00,0.00,"₹2,172.50",₹0.00,634,6,127,0,761,6,421,5,109,0,530,5,98.35%,100.00%,0.38%,0.00%,0.38%,0.00%,114,114,1,0,50.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,₹0.00,₹0.00,0,0,0,0
29/10/25,"₹7,062.00",₹0.00,3,0,3,0,"₹2,354.00",₹0.00,1.00,0.00,"₹2,354.00",₹0.00,608,1,143,1,751,2,422,1,114,1,536,2,99.50%,100.00%,0.56%,0.00%,0.56%,0.00%,110,110,0,0,0.00%,0.00%,1,0,1,0,100.00%,0.00%,0,₹0.00,0,₹0.00,"₹5,883.90",₹0.00,3,0,3,0
30/10/25,"₹4,949.00",₹0.00,3,0,3,0,"₹1,649.67",₹0.00,1.00,0.00,"₹1,649.67",₹0.00,591,7,128,1,719,8,406,6,107,1,513,7,98.61%,100.00%,0.58%,0.00%,0.58%,0.00%,108,108,0,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,₹0.00,₹0.00,0,0,0,0
31/10/25,₹0.00,₹0.00,0,0,0,0,₹0.00,₹0.00,0.00,0.00,₹0.00,₹0.00,545,3,180,0,725,3,392,3,114,0,506,3,99.84%,100.00%,0.00%,0.00%,0.00%,0.00%,108,108,1,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,"₹7,766.10",₹0.00,4,0,4,0
01/11/25,"₹6,070.00",₹0.00,3,0,3,0,"₹2,023.33",₹0.00,1.00,0.00,"₹2,023.33",₹0.00,646,13,186,3,832,16,461,9,114,2,575,11,99.31%,100.00%,0.52%,0.00%,0.52%,0.00%,103,103,0,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,₹241.75,₹0.00,1,0,1,0
02/11/25,"₹4,049.00",₹0.00,1,0,1,0,"₹4,049.00",₹0.00,1.00,0.00,"₹4,049.00",₹0.00,586,7,145,2,731,9,443,4,103,2,546,6,99.69%,50.00%,0.18%,0.00%,0.18%,0.00%,102,102,0,0,0.00%,0.00%,0,0,0,0,0.00%,0.00%,0,₹0.00,0,₹0.00,₹0.00,₹0.00,0,0,0,0
